BN_341	BN_342	BN_343	BN_344
ENSRNOG00000008057	49	23	45	11
ENSRNOG00000008061	194	205	146	91
ENSRNOG00000008062	48	60	45	41
ENSRNOG00000008063	10146	9995	6286	4180
ENSRNOG00000008064	3164	3004	8493	4614
ENSRNOG00000008065	423	411	245	163
ENSRNOG00000008067	514	521	338	200
ENSRNOG00000008075	193	261	125	101
ENSRNOG00000008079	14551	11446	8046	4573
ENSRNOG00000008081	989	1103	554	465
ENSRNOG00000008082	11	19	13	4
ENSRNOG00000008086	135	130	326	204
ENSRNOG00000008088	191	195	228	195
ENSRNOG00000008090	1408	1422	1043	664
ENSRNOG00000008091	83	125	44	37
ENSRNOG00000008095	96	298	1108	466
ENSRNOG00000008099	23	8	23	13
ENSRNOG00000008102	54	81	40	34
ENSRNOG00000008103	21691	22673	12452	7636
ENSRNOG00000008105	7	6	10	2
ENSRNOG00000008106	11419	10385	5202	3626
ENSRNOG00000008108	752	950	507	429
ENSRNOG00000008113	164	209	154	79
ENSRNOG00000008115	215	207	165	63
ENSRNOG00000008116	10255	10470	37520	22459
ENSRNOG00000008117	1020	773	560	333
ENSRNOG00000008124	996	1086	972	762
ENSRNOG00000008129	337	542	398	266
ENSRNOG00000008133	10	8	10	3
ENSRNOG00000008134	20	27	35	50
ENSRNOG00000008137	630	645	354	235
ENSRNOG00000008140	2872	3926	2109	1263
ENSRNOG00000008142	210	214	133	84
ENSRNOG00000008144	1659	1435	1136	621
ENSRNOG00000008145	82	72	44	38
ENSRNOG00000008146	18	26	41	21
ENSRNOG00000008151	333	337	820	540
ENSRNOG00000008155	93	115	49	42
ENSRNOG00000008156	451	547	259	237
ENSRNOG00000008157	28	26	22	16
ENSRNOG00000008159	15	8	3	9
ENSRNOG00000008161	7	7	15	7
ENSRNOG00000008163	3819	4507	4326	2907
ENSRNOG00000008165	654	975	671	261
ENSRNOG00000008167	1547	1811	1121	698
ENSRNOG00000008168	2	0	3	0
ENSRNOG00000008169	168	281	213	130
ENSRNOG00000008173	449	356	330	185
ENSRNOG00000008174	1201	1210	2150	1266
ENSRNOG00000008177	250	167	544	292
ENSRNOG00000008178	200	227	258	179
ENSRNOG00000008180	2163	2635	1434	936
ENSRNOG00000008182	38	14	31	11
ENSRNOG00000008184	7	1	0	1
ENSRNOG00000008187	264	280	167	93
ENSRNOG00000008190	5669	5880	8839	5146
ENSRNOG00000008191	13	18	13	4
ENSRNOG00000008193	1858	2069	1541	959
ENSRNOG00000008194	2411	2630	2715	1725
ENSRNOG00000008195	8465	11108	16637	12286
ENSRNOG00000008196	1394	1352	797	549
ENSRNOG00000008209	1629	1951	1567	1011
ENSRNOG00000008212	652	834	794	543
ENSRNOG00000008214	1044	867	510	337
ENSRNOG00000008215	231	269	211	115
ENSRNOG00000008218	273	321	441	290
ENSRNOG00000008223	3	14	1	4
ENSRNOG00000008224	53	78	59	27
ENSRNOG00000008226	789	857	504	397
ENSRNOG00000008234	39	31	25	11
ENSRNOG00000008235	2	2	1	0
ENSRNOG00000008236	17017	16698	9238	5837
ENSRNOG00000008237	61	92	39	35
ENSRNOG00000008239	1000	866	643	295
ENSRNOG00000008243	1431	1853	12438	8101
ENSRNOG00000008244	253	309	342	253
ENSRNOG00000008245	29	32	35	20
ENSRNOG00000008246	1947	2109	1969	864
ENSRNOG00000008247	686	719	540	340
ENSRNOG00000008256	1268	1076	742	463
ENSRNOG00000008257	34	21	15	11
ENSRNOG00000008258	791	1205	689	488
ENSRNOG00000008270	51	39	29	9
ENSRNOG00000008271	2071	2009	1193	883
ENSRNOG00000008274	1633	1490	1029	578
ENSRNOG00000008277	446	428	756	426
ENSRNOG00000008278	383	411	229	146
ENSRNOG00000008279	1144	1089	680	585
ENSRNOG00000008282	2	5	3	1
ENSRNOG00000008283	137	162	585	309
ENSRNOG00000008287	267	243	144	96
ENSRNOG00000008288	630	766	491	279
ENSRNOG00000008289	9557	10123	31137	21696
ENSRNOG00000008291	126	121	60	44
ENSRNOG00000008292	2835	3238	1958	1451
ENSRNOG00000008296	803	818	459	273
ENSRNOG00000008297	698	762	481	317
ENSRNOG00000008298	1342	1376	855	563
ENSRNOG00000008299	2	3	1	0
ENSRNOG00000008300	45	64	48	22
ENSRNOG00000008301	3332	4176	2573	1343
ENSRNOG00000008305	21903	29380	16912	12025
ENSRNOG00000008307	452	608	383	294
ENSRNOG00000008309	874	1074	1420	1154
ENSRNOG00000008310	25	32	6	10
ENSRNOG00000008313	11	5	3	1
ENSRNOG00000008314	416	452	249	227
ENSRNOG00000008316	696	790	397	316
ENSRNOG00000008319	151	143	79	37
ENSRNOG00000008320	2721	2710	1619	1265
ENSRNOG00000008323	6	3	7	4
ENSRNOG00000008329	4483	5233	3014	1963
ENSRNOG00000008331	7375	7210	3926	3028
ENSRNOG00000008332	22	26	16	9
ENSRNOG00000008334	11	6	17	10
ENSRNOG00000008336	226	337	272	173
ENSRNOG00000008338	1581	1530	967	632
ENSRNOG00000008345	918	1057	608	408
ENSRNOG00000008346	16	38	19	11
ENSRNOG00000008351	20	28	10	4
ENSRNOG00000008353	41	64	29	25
ENSRNOG00000008354	477	504	327	207
ENSRNOG00000008356	27	33	15	19
ENSRNOG00000008362	79	59	189	65
ENSRNOG00000008363	11	18	25	12
ENSRNOG00000008364	243084	193232	119568	74399
ENSRNOG00000008365	14	18	7	1
ENSRNOG00000008369	408	631	247	204
ENSRNOG00000008372	1623	1784	963	679
ENSRNOG00000008373	1796	1915	1630	852
ENSRNOG00000008374	10911	11096	6069	4029
ENSRNOG00000008376	0	1	4	2
ENSRNOG00000008377	1618	1456	993	603
ENSRNOG00000008378	150	114	85	65
ENSRNOG00000008382	40	31	25	17
ENSRNOG00000008390	628	747	424	361
ENSRNOG00000008392	821	742	2128	1417
ENSRNOG00000008393	8335	9026	5378	4199
ENSRNOG00000008394	42	76	371	163
ENSRNOG00000008399	335	283	158	94
ENSRNOG00000008400	797	860	1116	576
ENSRNOG00000008401	230	291	517	301
ENSRNOG00000008405	546	567	324	196
ENSRNOG00000008409	265	316	209	115
ENSRNOG00000008410	206	207	101	80
ENSRNOG00000008411	3497	4709	2330	2236
ENSRNOG00000008412	3	6	20	10
ENSRNOG00000008414	16231	17329	13604	7701
ENSRNOG00000008415	184	186	166	48
ENSRNOG00000008416	90	123	254	177
ENSRNOG00000008421	150	166	119	78
ENSRNOG00000008422	38	70	55	31
ENSRNOG00000008424	571	650	1055	808
ENSRNOG00000008425	255	299	144	83
ENSRNOG00000008427	442	552	305	177
ENSRNOG00000008431	3	1	0	2
ENSRNOG00000008432	353	363	236	136
ENSRNOG00000008439	1	2	2	0
ENSRNOG00000008443	241	252	156	105
ENSRNOG00000008444	475	570	344	214
ENSRNOG00000008445	29	39	14	13
ENSRNOG00000008450	35	66	40	17
ENSRNOG00000008451	129	118	122	77
ENSRNOG00000008455	971	1065	657	498
ENSRNOG00000008456	1886	1962	941	733
ENSRNOG00000008461	2915	2556	1728	1000
ENSRNOG00000008463	26	18	18	18
ENSRNOG00000008465	30634	42459	25492	16594
ENSRNOG00000008469	498	536	473	440
ENSRNOG00000008471	71	85	68	39
ENSRNOG00000008472	597	735	361	302
ENSRNOG00000008474	15277	13691	9305	5298
ENSRNOG00000008479	310	367	651	319
ENSRNOG00000008480	3	0	2	0
ENSRNOG00000008481	56	55	39	24
ENSRNOG00000008482	1004	1084	830	483
ENSRNOG00000008484	567	608	307	239
ENSRNOG00000008487	1139	1043	807	447
ENSRNOG00000008489	88	91	64	45
ENSRNOG00000008490	959	1191	663	508
ENSRNOG00000008492	21	16	22	10
ENSRNOG00000008507	86	89	117	132
ENSRNOG00000008510	1264	1241	1090	468
ENSRNOG00000008512	634	748	410	316
ENSRNOG00000008515	7	0	0	1
ENSRNOG00000008517	401	510	331	198
ENSRNOG00000008519	1905	2422	2066	1187
ENSRNOG00000008523	1331	1282	767	514
ENSRNOG00000008524	292	230	151	101
ENSRNOG00000008529	23	14	19	0
ENSRNOG00000008530	167	152	113	57
ENSRNOG00000008533	290	298	205	147
ENSRNOG00000008534	15	1	3	3
ENSRNOG00000008536	15	30	9	8
ENSRNOG00000008539	304	350	228	130
ENSRNOG00000008543	59	75	53	22
ENSRNOG00000008546	1220	1307	694	513
ENSRNOG00000008551	771	1138	551	324
ENSRNOG00000008552	94	108	139	87
ENSRNOG00000008553	304	343	224	170
ENSRNOG00000008554	451	546	611	489
ENSRNOG00000008555	165	422	163	131
ENSRNOG00000008557	842	595	357	214
ENSRNOG00000008560	4	1	1	1
ENSRNOG00000008564	273	257	177	111
ENSRNOG00000008565	426	412	211	163
ENSRNOG00000008566	2816	2995	1717	1318
ENSRNOG00000008569	3537	3788	2629	1744
ENSRNOG00000008570	3	3	1	0
ENSRNOG00000008572	2112	2295	1448	785
ENSRNOG00000008575	18	12	15	3
ENSRNOG00000008577	194	166	120	72
ENSRNOG00000008578	127	142	93	66
ENSRNOG00000008580	1382	1487	982	669
ENSRNOG00000008584	181	228	140	85
ENSRNOG00000008585	50	35	93	87
ENSRNOG00000008586	6039	5073	2533	1971
ENSRNOG00000008587	999	1151	770	493
ENSRNOG00000008588	3	3	4	4
ENSRNOG00000008591	1445	1710	1491	910
ENSRNOG00000008593	147	185	114	94
ENSRNOG00000008595	140	137	252	166
ENSRNOG00000008596	117	185	90	69
ENSRNOG00000008597	410	455	687	506
ENSRNOG00000008598	134	125	101	50
ENSRNOG00000008600	4	3	7	2
ENSRNOG00000008602	4329	4834	3798	2264
ENSRNOG00000008604	3555	3909	1865	1370
ENSRNOG00000008605	2862	3404	2286	1293
ENSRNOG00000008607	1577	1807	912	786
ENSRNOG00000008610	217	205	104	67
ENSRNOG00000008612	38	49	50	46
ENSRNOG00000008613	186	152	372	303
ENSRNOG00000008614	1214	1128	1385	717
ENSRNOG00000008615	180	169	113	65
ENSRNOG00000008616	4139	4064	2607	1757
ENSRNOG00000008618	269	326	412	269
ENSRNOG00000008619	315	264	467	284
ENSRNOG00000008620	543	440	240	127
ENSRNOG00000008622	10	9	13	2
ENSRNOG00000008625	3	2	0	0
ENSRNOG00000008626	659	651	459	328
ENSRNOG00000008628	123	167	94	99
ENSRNOG00000008629	1817	2339	1165	894
ENSRNOG00000008632	163	114	92	59
ENSRNOG00000008634	593	617	279	214
ENSRNOG00000008635	86	69	111	56
ENSRNOG00000008637	187	180	98	63
ENSRNOG00000008639	1279	2902	1594	1256
ENSRNOG00000008641	2705	3333	1678	1506
ENSRNOG00000008642	233	342	1367	878
ENSRNOG00000008643	521	587	363	285
ENSRNOG00000008652	661	657	388	289
ENSRNOG00000008656	24	32	7	9
ENSRNOG00000008658	129	132	77	49
ENSRNOG00000008659	369	394	283	220
ENSRNOG00000008663	552	678	336	196
ENSRNOG00000008666	1104	1104	716	502
ENSRNOG00000008672	3001	3253	1824	1311
ENSRNOG00000008673	3212	3849	7649	5347
ENSRNOG00000008674	36	41	17	19
ENSRNOG00000008676	491	658	563	240
ENSRNOG00000008678	186	213	177	98
ENSRNOG00000008680	105	61	79	24
ENSRNOG00000008686	35	30	26	10
ENSRNOG00000008688	645	776	2311	1559
ENSRNOG00000008689	1461	1718	946	693
ENSRNOG00000008691	287	243	187	107
ENSRNOG00000008694	69	127	58	36
ENSRNOG00000008696	157	197	126	94
ENSRNOG00000008697	24	38	92	54
ENSRNOG00000008703	835	1019	572	404
ENSRNOG00000008704	117	132	80	70
ENSRNOG00000008706	605	492	244	293
ENSRNOG00000008707	46	62	81	35
ENSRNOG00000008709	208	157	105	54
ENSRNOG00000008711	913	907	519	353
ENSRNOG00000008712	286	281	204	103
ENSRNOG00000008713	5210	5093	2829	2256
ENSRNOG00000008716	1	3	3	0
ENSRNOG00000008725	676	651	2326	1458
ENSRNOG00000008728	2	2	2	0
ENSRNOG00000008733	313	355	240	184
ENSRNOG00000008734	741	799	474	334
ENSRNOG00000008736	45	38	44	22
ENSRNOG00000008737	2	4	1	0
ENSRNOG00000008738	255	263	217	115
ENSRNOG00000008741	447	447	1322	851
ENSRNOG00000008744	1418	2025	1123	932
ENSRNOG00000008746	407	429	223	141
ENSRNOG00000008747	488	475	269	170
ENSRNOG00000008748	567	609	327	307
ENSRNOG00000008749	3287	2607	2708	1158
ENSRNOG00000008752	225	269	162	92
ENSRNOG00000008754	518	578	456	182
ENSRNOG00000008755	38187	43185	25830	15812
ENSRNOG00000008757	496	440	363	161
ENSRNOG00000008758	138	142	167	116
ENSRNOG00000008759	18	16	24	20
ENSRNOG00000008761	3	1	0	1
ENSRNOG00000008764	1634	1582	1057	618
ENSRNOG00000008765	351	390	241	157
ENSRNOG00000008767	587	667	1114	755
ENSRNOG00000008775	2	1	4	0
ENSRNOG00000008781	3240	3599	6054	4143
ENSRNOG00000008782	711	717	607	555
ENSRNOG00000008785	13	17	8	6
ENSRNOG00000008786	5729	6453	3276	2289
ENSRNOG00000008788	461	480	290	227
ENSRNOG00000008794	764	876	559	415
ENSRNOG00000008797	1906	2191	1305	856
ENSRNOG00000008798	4246	4454	2085	1594
ENSRNOG00000008802	1375	1507	736	567
ENSRNOG00000008807	62	50	31	18
ENSRNOG00000008810	27	21	12	6
ENSRNOG00000008812	2332	2092	1286	893
ENSRNOG00000008815	75	54	56	20
ENSRNOG00000008816	1360	1491	1076	589
ENSRNOG00000008822	3686	4743	2853	1746
ENSRNOG00000008825	2897	3256	1791	1154
ENSRNOG00000008829	713	770	460	273
ENSRNOG00000008830	2167	2067	1564	930
ENSRNOG00000008831	9	5	3	4
ENSRNOG00000008834	15	13	12	11
ENSRNOG00000008837	106350	114098	57621	40651
ENSRNOG00000008839	170	164	110	70
ENSRNOG00000008841	21	7	5	8
ENSRNOG00000008842	3	4	2	0
ENSRNOG00000008843	7328	7826	4500	2469
ENSRNOG00000008845	572	644	390	219
ENSRNOG00000008846	7	7	7	5
ENSRNOG00000008850	214	194	122	76
ENSRNOG00000008851	420	381	2024	1359
ENSRNOG00000008855	1945	1981	1399	754
ENSRNOG00000008857	57	54	53	26
ENSRNOG00000008859	649	686	454	296
ENSRNOG00000008868	244	266	171	115
ENSRNOG00000008869	16	12	23	19
ENSRNOG00000008870	2519	2525	1447	832
ENSRNOG00000008872	53	96	52	43
ENSRNOG00000008880	93	29	36	18
ENSRNOG00000008885	7	9	9	6
ENSRNOG00000008890	7	6	2	2
ENSRNOG00000008891	1125	1049	691	543
ENSRNOG00000008892	604	700	397	254
ENSRNOG00000008895	10316	10409	6908	4312
ENSRNOG00000008897	822	802	468	344
ENSRNOG00000008898	218	227	130	110
ENSRNOG00000008901	11	26	18	8
ENSRNOG00000008902	73516	63906	316850	189356
ENSRNOG00000008904	206	266	165	92
ENSRNOG00000008907	4141	4210	2061	1466
ENSRNOG00000008908	765	817	1015	765
ENSRNOG00000008912	1658	1698	1008	710
ENSRNOG00000008915	5	4	2	3
ENSRNOG00000008917	539	560	352	199
ENSRNOG00000008919	2	0	3	0
ENSRNOG00000008921	3243	2996	1925	1393
ENSRNOG00000008922	1561	1251	775	535
ENSRNOG00000008924	2706	2901	1808	1197
ENSRNOG00000008927	4040	3976	4923	2978
ENSRNOG00000008929	671	618	374	238
ENSRNOG00000008930	2	1	3	3
ENSRNOG00000008931	642	627	321	228
ENSRNOG00000008932	376	346	571	311
ENSRNOG00000008933	4349	4462	3564	2297
ENSRNOG00000008934	184	170	193	124
ENSRNOG00000008936	20	38	26	12
ENSRNOG00000008937	2193	2344	1279	913
ENSRNOG00000008941	2797	3304	2328	1356
ENSRNOG00000008942	0	1	6	0
ENSRNOG00000008943	2	12	3	1
ENSRNOG00000008944	1938	1669	1419	880
ENSRNOG00000008945	2530	2562	2716	1864
ENSRNOG00000008947	606	543	1033	558
ENSRNOG00000008950	6287	6308	4167	2779
ENSRNOG00000008956	62	46	129	98
ENSRNOG00000008961	838	886	607	398
ENSRNOG00000008965	647	782	1016	211
ENSRNOG00000008966	1	2	0	2
ENSRNOG00000008970	74	79	58	43
ENSRNOG00000008971	514	425	249	156
ENSRNOG00000008978	186	189	117	81
ENSRNOG00000008980	159	206	115	87
ENSRNOG00000008981	9249	9163	5243	3635
ENSRNOG00000008984	24	30	10	11
ENSRNOG00000008986	113	179	118	48
ENSRNOG00000008987	2104	2221	4712	3110
ENSRNOG00000008988	88259	74856	58998	34342
ENSRNOG00000008989	689	852	367	271
ENSRNOG00000008990	237	259	170	92
ENSRNOG00000008992	19	11	9	4
ENSRNOG00000008994	3083	3765	2215	1545
ENSRNOG00000008996	73	64	21	12
ENSRNOG00000009000	142	150	354	171
ENSRNOG00000009001	3310	3024	8071	4322
ENSRNOG00000009005	18961	17843	13160	8245
ENSRNOG00000009006	3904	3653	2292	1677
ENSRNOG00000009008	27	32	11	9
ENSRNOG00000009014	2	7	1	0
ENSRNOG00000009015	2495	2935	1736	1090
ENSRNOG00000009019	8099	4279	2930	1456
ENSRNOG00000009020	1487	1508	1509	960
ENSRNOG00000009028	319	312	233	118
ENSRNOG00000009029	1209	1302	1015	648
ENSRNOG00000009030	38	51	18	18
ENSRNOG00000009031	21	93	110	66
ENSRNOG00000009032	70	49	157	47
ENSRNOG00000009034	278	288	156	131
ENSRNOG00000009035	1334	1524	22169	15004
ENSRNOG00000009037	61	23	72	27
ENSRNOG00000009039	3255	3240	1848	1250
ENSRNOG00000009040	35	45	26	13
ENSRNOG00000009042	4325	4627	2514	1755
ENSRNOG00000009043	5	8	9	4
ENSRNOG00000009045	426	365	256	176
ENSRNOG00000009046	289	314	300	103
ENSRNOG00000009049	273	246	165	118
ENSRNOG00000009052	1026	1132	744	525
ENSRNOG00000009057	7154	7746	4641	3297
ENSRNOG00000009063	856	850	678	442
ENSRNOG00000009066	158	157	106	71
ENSRNOG00000009068	305	173	136	74
ENSRNOG00000009069	905	1059	676	399
ENSRNOG00000009071	533	582	349	229
ENSRNOG00000009074	51	48	26	22
ENSRNOG00000009075	91	85	39	37
ENSRNOG00000009076	253	322	246	120
ENSRNOG00000009078	1737	1877	1194	721
ENSRNOG00000009079	20	20	9	10
ENSRNOG00000009080	1196	1380	717	608
ENSRNOG00000009084	734	621	1532	799
ENSRNOG00000009085	425	496	275	162
ENSRNOG00000009086	59232	75886	55347	34106
ENSRNOG00000009088	3483	3952	8768	5624
ENSRNOG00000009090	3148	3073	1992	1285
ENSRNOG00000009094	2918	3138	2338	1163
ENSRNOG00000009096	17542	15494	11523	6848
ENSRNOG00000009097	5719	5704	2863	2050
ENSRNOG00000009102	6311	6180	3882	2599
ENSRNOG00000009103	461	473	282	222
ENSRNOG00000009104	937	993	585	377
ENSRNOG00000009106	4	2	0	1
ENSRNOG00000009110	1098	1068	718	515
ENSRNOG00000009113	106	96	76	44
ENSRNOG00000009114	34	43	21	19
ENSRNOG00000009116	83	91	26	48
ENSRNOG00000009117	238	240	144	101
ENSRNOG00000009125	857	835	779	744
ENSRNOG00000009131	97	194	101	48
ENSRNOG00000009134	338	364	203	156
ENSRNOG00000009137	95	127	62	57
ENSRNOG00000009139	1215	1375	729	489
ENSRNOG00000009140	3	11	16	8
ENSRNOG00000009143	74	78	42	34
ENSRNOG00000009144	3	10	5	3
ENSRNOG00000009145	1149	1069	776	497
ENSRNOG00000009148	139	155	79	61
ENSRNOG00000009149	372	454	372	201
ENSRNOG00000009151	60	64	44	29
ENSRNOG00000009152	5691	6344	3511	2661
ENSRNOG00000009153	1420	1695	2756	1505
ENSRNOG00000009155	5159	5069	4491	3201
ENSRNOG00000009156	241	316	167	159
ENSRNOG00000009157	11	15	25	2
ENSRNOG00000009161	1031	1038	1435	938
ENSRNOG00000009163	249	412	141	153
ENSRNOG00000009166	1634	1636	9592	6415
ENSRNOG00000009170	636	566	308	221
ENSRNOG00000009173	78	82	99	81
ENSRNOG00000009175	1002	1041	716	479
ENSRNOG00000009176	383	343	211	169
ENSRNOG00000009177	20	22	21	18
ENSRNOG00000009183	445	548	287	217
ENSRNOG00000009184	709	555	461	232
ENSRNOG00000009191	41	37	13	14
ENSRNOG00000009192	390	368	221	191
ENSRNOG00000009195	1576	1192	1030	571
ENSRNOG00000009196	315	241	587	442
ENSRNOG00000009199	336	380	203	157
ENSRNOG00000009204	13	9	39	14
ENSRNOG00000009205	233	236	155	98
ENSRNOG00000009207	78	105	56	29
ENSRNOG00000009208	435	454	206	185
ENSRNOG00000009211	329	378	245	117
ENSRNOG00000009217	1041	1119	554	423
ENSRNOG00000009219	0	4	5	0
ENSRNOG00000009220	120	140	83	50
ENSRNOG00000009221	5	22	11	5
ENSRNOG00000009222	456	565	691	206
ENSRNOG00000009224	163	159	118	79
ENSRNOG00000009225	714	887	488	381
ENSRNOG00000009227	3	4	3	1
ENSRNOG00000009233	133	169	93	67
ENSRNOG00000009236	932	806	549	414
ENSRNOG00000009239	766	660	466	220
ENSRNOG00000009243	2467	2250	2047	892
ENSRNOG00000009244	2057	2258	1387	771
ENSRNOG00000009245	298	311	132	121
ENSRNOG00000009248	153	176	119	136
ENSRNOG00000009250	338	336	218	190
ENSRNOG00000009252	4879	4669	2871	1762
ENSRNOG00000009253	0	2	3	0
ENSRNOG00000009255	952	985	538	387
ENSRNOG00000009258	425	424	296	160
ENSRNOG00000009260	71	73	147	80
ENSRNOG00000009263	34837	25494	14089	6586
ENSRNOG00000009264	878	914	505	350
ENSRNOG00000009266	1630	2152	1107	793
ENSRNOG00000009267	385	515	392	228
ENSRNOG00000009271	1557	1680	899	529
ENSRNOG00000009273	4586	164	419	298
ENSRNOG00000009274	231	285	196	112
ENSRNOG00000009275	6142	6839	3914	2757
ENSRNOG00000009276	16	17	10	12
ENSRNOG00000009278	232	266	152	120
ENSRNOG00000009280	754	900	501	320
ENSRNOG00000009281	1106	1112	701	478
ENSRNOG00000009282	2132	2409	2140	1458
ENSRNOG00000009284	710	636	3020	1510
ENSRNOG00000009285	342	256	159	129
ENSRNOG00000009289	1578	1611	978	546
ENSRNOG00000009290	606	652	395	303
ENSRNOG00000009291	2847	3414	2551	1716
ENSRNOG00000009296	398	432	267	213
ENSRNOG00000009297	1480	1675	986	690
ENSRNOG00000009298	103	119	73	48
ENSRNOG00000009302	111	153	302	155
ENSRNOG00000009303	92	92	294	187
ENSRNOG00000009309	280	302	183	120
ENSRNOG00000009310	897	1074	575	426
ENSRNOG00000009311	11	3	4	1
ENSRNOG00000009313	2548	2607	1938	1148
ENSRNOG00000009316	383	419	450	312
ENSRNOG00000009318	47	65	38	23
ENSRNOG00000009322	210	203	505	309
ENSRNOG00000009323	96	69	54	30
ENSRNOG00000009325	4229	4303	3410	1837
ENSRNOG00000009329	600	504	275	234
ENSRNOG00000009330	954	1022	786	434
ENSRNOG00000009331	665	839	439	306
ENSRNOG00000009332	15	17	8	2
ENSRNOG00000009333	407	413	203	115
ENSRNOG00000009334	119	161	144	60
ENSRNOG00000009336	2	8	7	5
ENSRNOG00000009338	511	697	328	265
ENSRNOG00000009339	320	416	341	143
ENSRNOG00000009340	249	277	149	121
ENSRNOG00000009341	13	20	11	13
ENSRNOG00000009342	51	104	53	33
ENSRNOG00000009343	4	10	17	11
ENSRNOG00000009346	57	33	174	126
ENSRNOG00000009347	405	493	272	221
ENSRNOG00000009348	544	740	385	214
ENSRNOG00000009350	2855	2399	4367	2670
ENSRNOG00000009351	1004	1215	669	480
ENSRNOG00000009354	5	4	7	2
ENSRNOG00000009355	771	699	463	282
ENSRNOG00000009358	78	99	50	39
ENSRNOG00000009360	217	264	184	129
ENSRNOG00000009364	6102	6468	17319	12497
ENSRNOG00000009369	150	151	117	68
ENSRNOG00000009370	42	52	25	16
ENSRNOG00000009371	3	4	8	4
ENSRNOG00000009372	2	8	5	5
ENSRNOG00000009377	691	802	2556	1487
ENSRNOG00000009378	6364	9573	3999	3075
ENSRNOG00000009381	625	588	330	317
ENSRNOG00000009382	232	218	149	80
ENSRNOG00000009385	159	167	90	57
ENSRNOG00000009389	89	117	96	77
ENSRNOG00000009397	710	728	1278	1169
ENSRNOG00000009398	333	371	219	162
ENSRNOG00000009401	114	139	86	53
ENSRNOG00000009402	2337	2626	1612	933
ENSRNOG00000009403	603	559	366	270
ENSRNOG00000009406	5025	5124	3289	2176
ENSRNOG00000009411	488	473	393	276
ENSRNOG00000009412	189	209	127	112
ENSRNOG00000009414	484	488	353	213
ENSRNOG00000009419	1067	1253	880	537
ENSRNOG00000009421	9654	8378	4915	3329
ENSRNOG00000009422	11515	10977	51528	28908
ENSRNOG00000009427	23	29	18	7
ENSRNOG00000009430	1590	1733	866	691
ENSRNOG00000009431	432	456	270	183
ENSRNOG00000009432	2747	3510	1908	1544
ENSRNOG00000009433	35	50	36	9
ENSRNOG00000009434	68532	53261	83747	46106
ENSRNOG00000009436	41	30	32	24
ENSRNOG00000009438	40571	30274	23994	13605
ENSRNOG00000009439	7010	16423	5227	3753
ENSRNOG00000009440	1300	970	511	332
ENSRNOG00000009446	4060	3945	2929	2033
ENSRNOG00000009447	2	7	0	4
ENSRNOG00000009448	401	365	301	144
ENSRNOG00000009449	287	310	198	124
ENSRNOG00000009451	613	707	330	247
ENSRNOG00000009453	710	667	1686	1009
ENSRNOG00000009459	1098	992	2341	1220
ENSRNOG00000009460	536	461	320	231
ENSRNOG00000009462	479	437	253	226
ENSRNOG00000009465	5	2	2	1
ENSRNOG00000009470	8283	7668	5650	3673
ENSRNOG00000009471	238	288	161	108
ENSRNOG00000009473	111	112	72	63
ENSRNOG00000009474	1972	2054	1121	878
ENSRNOG00000009478	101	106	69	54
ENSRNOG00000009481	386	409	171	199
ENSRNOG00000009484	2083	2158	1065	827
ENSRNOG00000009487	13	20	14	9
ENSRNOG00000009488	3187	5877	2375	5191
ENSRNOG00000009491	395	409	243	179
ENSRNOG00000009492	76	85	34	19
ENSRNOG00000009495	99	89	220	133
ENSRNOG00000009499	250	202	140	108
ENSRNOG00000009503	41	71	53	26
ENSRNOG00000009505	3	1	2	1
ENSRNOG00000009506	922	999	504	427
ENSRNOG00000009512	7536	8535	4311	3312
ENSRNOG00000009513	900	1048	591	325
ENSRNOG00000009514	47	90	254	136
ENSRNOG00000009515	1377	1081	927	725
ENSRNOG00000009523	142	151	76	72
ENSRNOG00000009530	21	15	14	6
ENSRNOG00000009531	2	2	4	0
ENSRNOG00000009535	2172	2097	3016	2192
ENSRNOG00000009536	353	376	1216	554
ENSRNOG00000009538	12727	10584	6849	4473
ENSRNOG00000009539	59	57	173	104
ENSRNOG00000009545	1546	1665	816	671
ENSRNOG00000009548	604	642	349	305
ENSRNOG00000009549	6459	8027	3868	3075
ENSRNOG00000009550	7263	8342	5069	4355
ENSRNOG00000009552	5414	5400	4253	2630
ENSRNOG00000009555	9	2	0	0
ENSRNOG00000009556	33	24	34	17
ENSRNOG00000009564	2	15	35	10
ENSRNOG00000009565	9520	9444	7563	5096
ENSRNOG00000009566	187	229	275	181
ENSRNOG00000009567	1280	1253	798	526
ENSRNOG00000009568	1310	1560	939	661
ENSRNOG00000009570	2	7	6	4
ENSRNOG00000009571	35	37	13	16
ENSRNOG00000009572	13027	11587	10133	5079
ENSRNOG00000009575	197	186	97	91
ENSRNOG00000009576	81	121	58	40
ENSRNOG00000009580	60	40	11	18
ENSRNOG00000009585	547	540	308	242
ENSRNOG00000009588	12	5	5	4
ENSRNOG00000009590	18	36	18	11
ENSRNOG00000009592	13293	14155	30853	19173
ENSRNOG00000009593	263	258	120	110
ENSRNOG00000009594	30	36	34	16
ENSRNOG00000009595	148	150	475	254
ENSRNOG00000009597	12412	9302	5787	4187
ENSRNOG00000009598	509	499	361	205
ENSRNOG00000009599	9	29	9	13
ENSRNOG00000009605	376	431	299	180
ENSRNOG00000009613	364	395	200	147
ENSRNOG00000009615	2844	2706	1447	989
ENSRNOG00000009617	54	43	40	32
ENSRNOG00000009620	99	72	84	22
