BN_341	BN_342	BN_343	BN_344
ENSRNOG00000001620	91	120	45	44
ENSRNOG00000001621	890	822	540	364
ENSRNOG00000001622	4	2	0	2
ENSRNOG00000001623	373	410	298	183
ENSRNOG00000001627	493	528	438	279
ENSRNOG00000001628	6	36	14	10
ENSRNOG00000001629	135	168	240	172
ENSRNOG00000001632	829	891	446	310
ENSRNOG00000001633	3344	3737	2268	2135
ENSRNOG00000001640	2218	2671	1509	1222
ENSRNOG00000001642	1223	1323	2618	1910
ENSRNOG00000001643	2048	2115	1237	827
ENSRNOG00000001645	473	562	323	252
ENSRNOG00000001647	3437	4377	2852	1233
ENSRNOG00000001652	316	286	223	134
ENSRNOG00000001653	2475	1918	1509	1131
ENSRNOG00000001654	2628	2481	1338	839
ENSRNOG00000001656	4	10	4	3
ENSRNOG00000001657	486	484	345	215
ENSRNOG00000001662	597	665	406	267
ENSRNOG00000001680	330	266	150	163
ENSRNOG00000001681	832	913	600	453
ENSRNOG00000001682	475	536	350	234
ENSRNOG00000001684	5	4	4	1
ENSRNOG00000001686	486	421	298	152
ENSRNOG00000001687	138	143	61	62
ENSRNOG00000001689	180	205	89	88
ENSRNOG00000001691	621	392	291	154
ENSRNOG00000001692	58	89	63	27
ENSRNOG00000001699	169	187	210	160
ENSRNOG00000001700	29	24	16	8
ENSRNOG00000001701	61	73	46	21
ENSRNOG00000001704	25	23	16	7
ENSRNOG00000001706	1277	1083	554	504
ENSRNOG00000001708	431	466	290	176
ENSRNOG00000001709	3773	3892	2497	1500
ENSRNOG00000001710	2021	2101	3984	2608
ENSRNOG00000001711	27	6	5	6
ENSRNOG00000001712	1022	832	560	380
ENSRNOG00000001715	3	2	3	0
ENSRNOG00000001717	2999	3140	1700	1243
ENSRNOG00000001719	10033	10713	5170	3649
ENSRNOG00000001720	355	423	541	159
ENSRNOG00000001724	128	145	515	272
ENSRNOG00000001726	8	6	1	1
ENSRNOG00000001727	834	919	515	346
ENSRNOG00000001728	84	81	95	34
ENSRNOG00000001729	76	73	56	24
ENSRNOG00000001730	1318	1418	1380	840
ENSRNOG00000001733	693	871	471	324
ENSRNOG00000001736	33775	26485	15924	9245
ENSRNOG00000001738	8784	8251	11234	7087
ENSRNOG00000001746	31	40	21	19
ENSRNOG00000001750	82	86	61	35
ENSRNOG00000001752	203	204	188	84
ENSRNOG00000001754	247	383	178	136
ENSRNOG00000001757	5	0	0	0
ENSRNOG00000001758	74	112	63	51
ENSRNOG00000001762	857	1149	643	445
ENSRNOG00000001764	683	725	399	280
ENSRNOG00000001765	2	2	2	0
ENSRNOG00000001766	4321	10447	3117	4101
ENSRNOG00000001767	68	125	45	37
ENSRNOG00000001769	79	73	65	22
ENSRNOG00000001770	31652	30656	15072	10815
ENSRNOG00000001773	296	385	204	157
ENSRNOG00000001774	406	540	428	373
ENSRNOG00000001776	3	4	1	1
ENSRNOG00000001781	6	14	14	7
ENSRNOG00000001782	1851	1556	767	668
ENSRNOG00000001783	2953	3544	5988	3786
ENSRNOG00000001785	231	261	175	96
ENSRNOG00000001786	1501	1603	997	708
ENSRNOG00000001789	1009	1067	663	460
ENSRNOG00000001793	489	562	430	284
ENSRNOG00000001796	37	42	17	16
ENSRNOG00000001797	2164	2521	2571	1785
ENSRNOG00000001803	3373	3050	3683	2868
ENSRNOG00000001804	4187	3601	2253	1328
ENSRNOG00000001806	311479	420134	361972	202404
ENSRNOG00000001807	13	17	12	11
ENSRNOG00000001808	695	750	427	333
ENSRNOG00000001809	126030	104525	89338	54119
ENSRNOG00000001811	557	691	357	297
ENSRNOG00000001813	1680	1926	925	805
ENSRNOG00000001815	2629	3820	1794	1284
ENSRNOG00000001816	243	321	493	303
ENSRNOG00000001817	455	510	446	272
ENSRNOG00000001820	297	310	567	458
ENSRNOG00000001823	9620	10699	16457	9724
ENSRNOG00000001825	811	667	554	330
ENSRNOG00000001827	9029	11761	9674	5554
ENSRNOG00000001828	693	764	280	302
ENSRNOG00000001829	827	1003	543	478
ENSRNOG00000001830	187	113	69	39
ENSRNOG00000001833	1117	1115	661	498
ENSRNOG00000001834	178	195	148	131
ENSRNOG00000001842	2607	3106	1533	1125
ENSRNOG00000001843	1767	132	92	41
ENSRNOG00000001844	396	388	187	141
ENSRNOG00000001845	1000	812	1155	812
ENSRNOG00000001847	677	673	371	291
ENSRNOG00000001849	2800	3058	1913	1341
ENSRNOG00000001851	3	1	0	1
ENSRNOG00000001852	760	830	610	429
ENSRNOG00000001854	39	42	23	12
ENSRNOG00000001859	1924	1528	1216	888
ENSRNOG00000001861	2	3	3	1
ENSRNOG00000001862	4	2	0	0
ENSRNOG00000001867	936	1340	631	582
ENSRNOG00000001868	649	738	882	536
ENSRNOG00000001869	2	2	1	0
ENSRNOG00000001870	779	881	546	341
ENSRNOG00000001874	76	41	33	12
ENSRNOG00000001875	743	634	748	492
ENSRNOG00000001877	916	874	1009	633
ENSRNOG00000001878	700	864	425	320
ENSRNOG00000001880	406	344	258	138
ENSRNOG00000001884	1312	1550	872	610
ENSRNOG00000001885	591	590	310	212
ENSRNOG00000001886	409	450	203	190
ENSRNOG00000001888	935	937	782	437
ENSRNOG00000001889	55538	68987	35602	26863
ENSRNOG00000001890	1635	1524	985	578
ENSRNOG00000001891	60	63	39	37
ENSRNOG00000001893	176	201	184	93
ENSRNOG00000001908	71	93	59	29
ENSRNOG00000001915	65	81	58	36
ENSRNOG00000001926	3351	2196	1728	1021
ENSRNOG00000001928	5516	5488	28632	16904
ENSRNOG00000001930	650	579	464	273
ENSRNOG00000001931	28	14	15	11
ENSRNOG00000001943	47	48	72	28
ENSRNOG00000001953	223	174	154	91
ENSRNOG00000001956	29	28	17	13
ENSRNOG00000001957	118529	127269	52562	50944
ENSRNOG00000001958	302	306	238	159
ENSRNOG00000001959	1336	1439	1115	668
ENSRNOG00000001960	5	3	1	0
ENSRNOG00000001963	2623	3159	3569	2682
ENSRNOG00000001964	3400	3759	3080	1891
ENSRNOG00000001967	29996	40297	31454	22046
ENSRNOG00000001971	566	622	390	279
ENSRNOG00000001973	9394	9808	6930	4494
ENSRNOG00000001976	84	120	66	70
ENSRNOG00000001979	5337	5454	15612	12469
ENSRNOG00000001982	758	632	436	222
ENSRNOG00000001989	3062	3183	2446	1568
ENSRNOG00000001990	17734	23418	15927	10790
ENSRNOG00000001991	14653	16175	9017	6288
ENSRNOG00000001992	4065	4695	2604	1857
ENSRNOG00000001996	1132	1279	763	521
ENSRNOG00000002001	1395	1417	828	580
ENSRNOG00000002012	43	68	61	34
ENSRNOG00000002013	14	9	6	3
ENSRNOG00000002014	18	16	23	10
ENSRNOG00000002021	7299	8403	4897	3360
ENSRNOG00000002026	555	535	331	189
ENSRNOG00000002028	72	140	72	55
ENSRNOG00000002031	2	5	23	0
ENSRNOG00000002032	238	232	223	137
ENSRNOG00000002035	253	252	186	121
ENSRNOG00000002036	342	379	271	186
ENSRNOG00000002039	5492	4814	17674	9392
ENSRNOG00000002040	597	645	458	283
ENSRNOG00000002041	20	19	24	12
ENSRNOG00000002042	2	1	5	0
ENSRNOG00000002044	148	155	86	74
ENSRNOG00000002045	4874	6103	3077	2026
ENSRNOG00000002046	139	198	123	87
ENSRNOG00000002050	4348	3832	3965	1711
ENSRNOG00000002051	758	830	669	547
ENSRNOG00000002052	3583	3951	3198	1711
ENSRNOG00000002053	32	22	23	11
ENSRNOG00000002054	198	200	97	76
ENSRNOG00000002055	129	139	89	34
ENSRNOG00000002057	32	42	32	18
ENSRNOG00000002061	115	152	82	49
ENSRNOG00000002069	142	137	72	61
ENSRNOG00000002070	12	3	7	1
ENSRNOG00000002072	1	8	4	4
ENSRNOG00000002073	97	96	128	63
ENSRNOG00000002074	1167	1380	847	461
ENSRNOG00000002075	896	884	599	380
ENSRNOG00000002079	1	4	4	4
ENSRNOG00000002080	505	492	267	202
ENSRNOG00000002089	546	423	312	185
ENSRNOG00000002091	691	599	356	244
ENSRNOG00000002092	9	6	8	5
ENSRNOG00000002093	1065	1275	1076	601
ENSRNOG00000002094	1988	2333	1173	956
ENSRNOG00000002097	15	28	24	12
ENSRNOG00000002100	2566	3315	3788	3095
ENSRNOG00000002101	2284	2568	1257	958
ENSRNOG00000002104	640	711	457	287
ENSRNOG00000002105	20	30	20	6
ENSRNOG00000002106	248	329	192	134
ENSRNOG00000002110	28	21	33	18
ENSRNOG00000002112	817	873	1531	1142
ENSRNOG00000002115	35236	45568	22531	15877
ENSRNOG00000002121	1341	1052	755	511
ENSRNOG00000002122	388	485	304	200
ENSRNOG00000002125	217	196	116	89
ENSRNOG00000002126	3	5	6	2
ENSRNOG00000002128	1683	2116	1076	814
ENSRNOG00000002129	342	359	1095	840
ENSRNOG00000002134	157	182	679	423
ENSRNOG00000002135	70	96	55	27
ENSRNOG00000002137	134	115	146	109
ENSRNOG00000002139	3	1	2	0
ENSRNOG00000002141	16	13	10	12
ENSRNOG00000002142	117	82	59	39
ENSRNOG00000002144	1069	1043	603	511
ENSRNOG00000002146	175	210	635	312
ENSRNOG00000002152	635	700	478	379
ENSRNOG00000002153	148	200	75	72
ENSRNOG00000002159	76	173	116	45
ENSRNOG00000002161	93	179	114	101
ENSRNOG00000002163	1041	861	615	401
ENSRNOG00000002165	221	300	172	120
ENSRNOG00000002167	2	4	4	1
ENSRNOG00000002171	1185	1037	651	506
ENSRNOG00000002175	746	750	459	359
ENSRNOG00000002176	707	486	389	299
ENSRNOG00000002177	99	140	62	49
ENSRNOG00000002178	1237	1518	915	600
ENSRNOG00000002180	143	178	102	67
ENSRNOG00000002181	78	62	87	59
ENSRNOG00000002182	1414	1805	985	633
ENSRNOG00000002185	833	975	501	370
ENSRNOG00000002186	1064	1164	621	440
ENSRNOG00000002187	4	3	0	2
ENSRNOG00000002188	293	373	438	255
ENSRNOG00000002191	464	429	283	177
ENSRNOG00000002192	344	550	305	196
ENSRNOG00000002194	836	943	532	294
ENSRNOG00000002196	567	610	696	445
ENSRNOG00000002199	359	351	295	172
ENSRNOG00000002202	497	401	318	133
ENSRNOG00000002203	403	376	240	204
ENSRNOG00000002204	29	33	30	14
ENSRNOG00000002205	4543	4612	2823	2088
ENSRNOG00000002207	789	780	412	352
ENSRNOG00000002208	332	359	283	148
ENSRNOG00000002210	13136	14011	9758	5847
ENSRNOG00000002212	8649	6910	5201	3132
ENSRNOG00000002214	175	199	82	52
ENSRNOG00000002215	6948	7249	11179	6136
ENSRNOG00000002216	140	182	226	144
ENSRNOG00000002217	1081	1618	4426	3093
ENSRNOG00000002218	1520	1396	960	557
ENSRNOG00000002225	4522	5321	4047	2408
ENSRNOG00000002227	577	795	530	292
ENSRNOG00000002229	139	115	108	44
ENSRNOG00000002232	1228	1540	1058	555
ENSRNOG00000002238	12	9	11	7
ENSRNOG00000002240	377	343	316	152
ENSRNOG00000002241	279	336	178	147
ENSRNOG00000002244	1389	1764	1496	794
ENSRNOG00000002246	536	480	353	243
ENSRNOG00000002247	627	750	434	293
ENSRNOG00000002248	1437	1537	915	624
ENSRNOG00000002251	8847	9740	5563	3911
ENSRNOG00000002253	125	119	70	41
ENSRNOG00000002254	3541	3433	2426	1739
ENSRNOG00000002255	2451	2574	1665	1120
ENSRNOG00000002256	51	61	33	20
ENSRNOG00000002258	43	41	60	20
ENSRNOG00000002262	514	551	321	203
ENSRNOG00000002267	251	243	170	100
ENSRNOG00000002270	702	862	477	351
ENSRNOG00000002271	259	286	190	110
ENSRNOG00000002272	8	12	9	10
ENSRNOG00000002273	121	122	82	51
ENSRNOG00000002275	1158	1348	696	465
ENSRNOG00000002276	83	115	54	69
ENSRNOG00000002278	784	675	498	211
ENSRNOG00000002280	3310	4039	2583	1775
ENSRNOG00000002289	10	8	16	2
ENSRNOG00000002291	432	463	293	188
ENSRNOG00000002292	2458	2523	1424	994
ENSRNOG00000002294	219	264	154	75
ENSRNOG00000002301	6371	6080	3299	2666
ENSRNOG00000002302	30	43	73	40
ENSRNOG00000002304	2	6	3	3
ENSRNOG00000002305	2	2	11	2
ENSRNOG00000002309	198	235	156	87
ENSRNOG00000002312	225	286	207	123
ENSRNOG00000002314	6	24	10	0
ENSRNOG00000002318	124	121	210	129
ENSRNOG00000002319	2038	2333	1001	812
ENSRNOG00000002320	268	328	213	169
ENSRNOG00000002322	2813	3211	2059	1167
ENSRNOG00000002323	623	744	435	338
ENSRNOG00000002332	97	90	52	34
ENSRNOG00000002338	53	59	50	31
ENSRNOG00000002339	52	52	29	22
ENSRNOG00000002341	4427	4911	3003	1849
ENSRNOG00000002342	18172	16892	9768	6256
ENSRNOG00000002345	853	1258	1818	1183
ENSRNOG00000002347	373	390	265	136
ENSRNOG00000002350	2	9	4	0
ENSRNOG00000002352	272	263	153	124
ENSRNOG00000002353	1402	1413	794	496
ENSRNOG00000002358	6115	7301	5803	3108
ENSRNOG00000002365	112	128	78	64
ENSRNOG00000002368	3293	3029	2098	1192
ENSRNOG00000002372	15	10	8	5
ENSRNOG00000002373	2466	2484	1693	948
ENSRNOG00000002376	960	1038	543	367
ENSRNOG00000002378	1491	1712	865	640
ENSRNOG00000002385	4403	7408	3938	3670
ENSRNOG00000002387	104	88	381	251
ENSRNOG00000002388	319	286	220	98
ENSRNOG00000002389	6212	6383	5938	4201
ENSRNOG00000002393	31039	42160	19158	15353
ENSRNOG00000002394	3281	3869	6939	5398
ENSRNOG00000002396	168	160	66	45
ENSRNOG00000002397	2648	2257	1792	1142
ENSRNOG00000002403	439	633	449	278
ENSRNOG00000002407	1765	1754	882	715
ENSRNOG00000002408	4364	3237	2142	1180
ENSRNOG00000002412	12	21	6	9
ENSRNOG00000002413	5891	6151	4503	2760
ENSRNOG00000002414	173	156	97	78
ENSRNOG00000002417	0	3	5	5
ENSRNOG00000002418	52	69	63	29
ENSRNOG00000002419	3	5	2	8
ENSRNOG00000002420	1157	1345	2036	1580
ENSRNOG00000002423	576	630	1149	824
ENSRNOG00000002425	1337	1544	965	648
ENSRNOG00000002428	8	7	7	3
ENSRNOG00000002433	3944	4593	2455	1718
ENSRNOG00000002434	25	30	19	16
ENSRNOG00000002436	5	10	10	7
ENSRNOG00000002440	623	748	424	299
ENSRNOG00000002443	768	716	483	337
ENSRNOG00000002450	378	517	208	175
ENSRNOG00000002452	588	603	398	278
ENSRNOG00000002454	920	989	643	416
ENSRNOG00000002456	324	404	338	216
ENSRNOG00000002459	5	6	1	0
ENSRNOG00000002461	3620	3221	8389	4252
ENSRNOG00000002469	18	45	29	20
ENSRNOG00000002470	1869	2976	2885	1141
ENSRNOG00000002471	6	35	17	6
ENSRNOG00000002473	1289	1306	6454	4234
ENSRNOG00000002474	711	776	424	333
ENSRNOG00000002478	17878	12947	7313	4325
ENSRNOG00000002480	152	141	962	667
ENSRNOG00000002487	446	302	1117	1174
ENSRNOG00000002488	139	144	137	80
ENSRNOG00000002496	147	84	52	31
ENSRNOG00000002501	8	10	4	2
ENSRNOG00000002504	8	4	5	0
ENSRNOG00000002506	9	9	7	4
ENSRNOG00000002509	2285	2255	1320	903
ENSRNOG00000002511	972	1311	1075	586
ENSRNOG00000002512	290	256	188	88
ENSRNOG00000002514	569	651	334	294
ENSRNOG00000002516	1879	1748	1885	1251
ENSRNOG00000002520	2954	3195	2390	1258
ENSRNOG00000002524	77	49	38	22
ENSRNOG00000002525	7	1	2	1
ENSRNOG00000002529	460	544	275	198
ENSRNOG00000002536	1040	1131	751	544
ENSRNOG00000002537	3	0	0	3
ENSRNOG00000002538	2149	1958	1307	813
ENSRNOG00000002540	55	27	25	16
ENSRNOG00000002541	1827	2016	1089	859
ENSRNOG00000002542	505	572	581	511
ENSRNOG00000002544	898	987	624	416
ENSRNOG00000002545	823	890	531	345
ENSRNOG00000002546	518	552	382	234
ENSRNOG00000002553	5000	5869	3168	2120
ENSRNOG00000002555	6	4	9	2
ENSRNOG00000002556	192	226	104	75
ENSRNOG00000002563	1747	1801	1028	813
ENSRNOG00000002569	1833	2020	1163	802
ENSRNOG00000002574	1321	1366	860	500
ENSRNOG00000002575	228	241	118	106
ENSRNOG00000002579	28	19	23	14
ENSRNOG00000002580	502	425	297	219
ENSRNOG00000002585	1461	1686	980	777
ENSRNOG00000002592	10	7	10	7
ENSRNOG00000002593	312	312	598	296
ENSRNOG00000002597	30	27	19	16
ENSRNOG00000002598	289	286	172	124
ENSRNOG00000002599	78	93	69	32
ENSRNOG00000002607	76	65	76	30
ENSRNOG00000002609	1939	2217	1753	1154
ENSRNOG00000002610	5430	5737	4179	2439
ENSRNOG00000002612	515	697	392	302
ENSRNOG00000002615	1653	1917	821	775
ENSRNOG00000002618	2499	2896	1951	1150
ENSRNOG00000002624	40	60	38	10
ENSRNOG00000002625	101	70	66	43
ENSRNOG00000002627	423	358	159	155
ENSRNOG00000002630	761	810	465	342
ENSRNOG00000002632	7322	9146	17428	12700
ENSRNOG00000002635	144	144	422	219
ENSRNOG00000002636	14927	13298	10123	7261
ENSRNOG00000002640	15	9	6	7
ENSRNOG00000002642	4841	5942	3014	2600
ENSRNOG00000002643	14374	14759	8666	5582
ENSRNOG00000002644	356	382	211	204
ENSRNOG00000002645	548	588	317	224
ENSRNOG00000002652	39	39	28	10
ENSRNOG00000002657	804	1158	1801	1304
ENSRNOG00000002659	71	88	56	31
ENSRNOG00000002660	129	105	66	49
ENSRNOG00000002662	268	290	297	247
ENSRNOG00000002664	131	177	129	65
ENSRNOG00000002667	137	241	165	86
ENSRNOG00000002669	18342	16657	9029	5738
ENSRNOG00000002671	8198	10176	12736	8520
ENSRNOG00000002680	3334	3361	2692	1425
ENSRNOG00000002682	71	48	46	24
ENSRNOG00000002693	2728	2856	1417	949
ENSRNOG00000002695	1017	1076	570	473
ENSRNOG00000002697	1011	1116	2673	1846
ENSRNOG00000002701	32306	27989	47061	34572
ENSRNOG00000002705	3030	3078	1720	1248
ENSRNOG00000002708	495	510	291	213
ENSRNOG00000002710	167	139	96	60
ENSRNOG00000002711	244	387	269	105
ENSRNOG00000002713	88	101	100	42
ENSRNOG00000002714	151	143	134	73
ENSRNOG00000002721	1311	1767	1371	1100
ENSRNOG00000002722	315	426	658	416
ENSRNOG00000002724	766	743	385	305
ENSRNOG00000002728	4	10	35	13
ENSRNOG00000002730	272	356	284	185
ENSRNOG00000002735	4031	4041	2207	1661
ENSRNOG00000002736	552	650	393	255
ENSRNOG00000002746	1624	1706	1379	674
ENSRNOG00000002748	281	340	177	132
ENSRNOG00000002749	3095	3397	1993	1196
ENSRNOG00000002751	403	427	317	174
ENSRNOG00000002753	70	74	35	30
ENSRNOG00000002755	3942	4432	11650	8395
ENSRNOG00000002757	350	378	199	162
ENSRNOG00000002759	2157	2145	1137	818
ENSRNOG00000002763	377	290	218	153
ENSRNOG00000002764	327	352	199	176
ENSRNOG00000002767	454	506	316	248
ENSRNOG00000002773	45	55	31	22
ENSRNOG00000002775	235	338	625	419
ENSRNOG00000002776	101	119	103	61
ENSRNOG00000002778	644	611	310	225
ENSRNOG00000002781	823	904	696	393
ENSRNOG00000002783	206752	223710	455707	277506
ENSRNOG00000002790	2345	2637	1588	1106
ENSRNOG00000002791	15	19	9	4
ENSRNOG00000002794	4	15	14	1
ENSRNOG00000002795	883	855	1850	1184
ENSRNOG00000002800	11	20	6	6
ENSRNOG00000002802	40	26	19	28
ENSRNOG00000002807	2977	2975	1805	1166
ENSRNOG00000002810	68	59	219	208
ENSRNOG00000002813	1062	959	578	421
ENSRNOG00000002814	2	10	4	2
ENSRNOG00000002818	4096	4389	2230	1510
ENSRNOG00000002820	25	33	23	24
ENSRNOG00000002821	1178	1292	789	456
ENSRNOG00000002823	2637	3128	1885	1407
ENSRNOG00000002827	9	7	6	8
ENSRNOG00000002828	3456	4642	10426	5843
ENSRNOG00000002829	7	2	2	4
ENSRNOG00000002832	11126	9846	6857	3973
ENSRNOG00000002833	984	965	587	428
ENSRNOG00000002834	1227	1103	1270	677
ENSRNOG00000002835	1080	1508	1065	971
ENSRNOG00000002838	460	529	305	191
ENSRNOG00000002839	2859	1948	1152	853
ENSRNOG00000002840	74150	76108	43187	26448
ENSRNOG00000002841	481	531	1014	696
ENSRNOG00000002843	11	11	2	0
ENSRNOG00000002844	31	39	22	8
ENSRNOG00000002848	6362	6795	3808	2714
ENSRNOG00000002851	426	499	1298	931
ENSRNOG00000002852	143	162	120	61
ENSRNOG00000002855	2435	2354	1465	1041
ENSRNOG00000002860	95	116	43	38
ENSRNOG00000002862	592	541	354	262
ENSRNOG00000002864	395	445	313	206
ENSRNOG00000002866	811	813	474	371
ENSRNOG00000002871	1074	1577	672	469
ENSRNOG00000002874	132	180	88	62
ENSRNOG00000002875	246	232	120	84
ENSRNOG00000002876	112	88	64	41
ENSRNOG00000002878	87413	63241	50943	28899
ENSRNOG00000002879	2129	2132	2888	1651
ENSRNOG00000002881	66	74	64	41
ENSRNOG00000002882	429	490	302	197
ENSRNOG00000002883	174	150	126	86
ENSRNOG00000002884	451	467	434	340
ENSRNOG00000002886	310	355	2076	1235
ENSRNOG00000002889	335	533	262	155
ENSRNOG00000002894	259	243	1775	1036
ENSRNOG00000002895	204	250	160	85
ENSRNOG00000002896	7937	8395	4957	3342
ENSRNOG00000002898	351	300	195	164
ENSRNOG00000002899	180	175	113	73
ENSRNOG00000002903	75	71	34	33
ENSRNOG00000002905	2	1	2	0
ENSRNOG00000002906	2092	1991	3910	2537
ENSRNOG00000002908	9	11	7	3
ENSRNOG00000002911	6899031	6505578	4969480	2766243
ENSRNOG00000002912	343	397	231	158
ENSRNOG00000002914	755	739	392	270
ENSRNOG00000002915	328	328	1597	946
ENSRNOG00000002919	107	153	150	60
ENSRNOG00000002922	6	15	12	2
ENSRNOG00000002925	63	114	39	36
ENSRNOG00000002926	645	1063	596	474
ENSRNOG00000002928	524	536	316	232
ENSRNOG00000002930	170	231	106	81
ENSRNOG00000002932	273	291	205	137
ENSRNOG00000002934	3386	3900	2644	1705
ENSRNOG00000002935	165	160	102	78
ENSRNOG00000002936	979	956	654	386
ENSRNOG00000002937	94	85	71	52
ENSRNOG00000002940	2472	2622	1507	1125
ENSRNOG00000002941	117	129	59	76
ENSRNOG00000002943	696	696	2185	1498
ENSRNOG00000002944	338	400	197	127
ENSRNOG00000002946	147	165	110	42
ENSRNOG00000002947	6946	7472	24502	14418
ENSRNOG00000002948	460	999	433	274
ENSRNOG00000002949	165	238	149	100
ENSRNOG00000002950	52	56	44	12
ENSRNOG00000002956	580	642	459	342
ENSRNOG00000002959	87	99	57	49
ENSRNOG00000002964	20	25	17	12
ENSRNOG00000002969	293	320	146	96
ENSRNOG00000002970	43	47	53	34
ENSRNOG00000002975	5	8	0	4
ENSRNOG00000002976	3	2	0	3
ENSRNOG00000002977	629	488	321	230
ENSRNOG00000002978	2	2	7	7
ENSRNOG00000002980	1103	1420	785	590
ENSRNOG00000002983	970	841	622	371
ENSRNOG00000002986	5	16	6	0
ENSRNOG00000002989	2970	3665	1738	1366
ENSRNOG00000002991	903	753	540	361
ENSRNOG00000002997	744	662	465	303
ENSRNOG00000002999	843	799	492	321
ENSRNOG00000003003	120	112	54	48
ENSRNOG00000003011	1433	1364	907	570
ENSRNOG00000003013	60	62	31	30
ENSRNOG00000003014	312	333	241	170
ENSRNOG00000003018	351	328	273	128
ENSRNOG00000003019	715	613	4805	3564
ENSRNOG00000003020	9157	6074	8325	1337
ENSRNOG00000003026	1202	1151	744	439
ENSRNOG00000003028	29	39	24	19
ENSRNOG00000003029	66650	65806	38855	28891
ENSRNOG00000003031	138	136	83	46
ENSRNOG00000003033	32	31	28	15
ENSRNOG00000003038	1671	1598	1089	678
ENSRNOG00000003041	460	445	247	179
ENSRNOG00000003048	787	852	525	375
ENSRNOG00000003049	12435	12247	7416	4667
ENSRNOG00000003050	1318	1428	790	512
ENSRNOG00000003052	489	490	222	160
ENSRNOG00000003059	14	9	5	2
ENSRNOG00000003063	318	299	175	138
ENSRNOG00000003064	38	33	37	14
ENSRNOG00000003065	5238	5405	3117	2167
ENSRNOG00000003067	28	27	9	12
ENSRNOG00000003068	97	108	253	92
ENSRNOG00000003069	687	795	571	349
ENSRNOG00000003070	90	105	63	38
ENSRNOG00000003071	373	391	255	209
ENSRNOG00000003073	7	2	1	0
ENSRNOG00000003075	268	237	213	167
ENSRNOG00000003076	193	249	156	112
ENSRNOG00000003078	1076	1107	759	498
ENSRNOG00000003081	184	142	109	56
ENSRNOG00000003084	3862	4174	2103	1446
ENSRNOG00000003086	533	575	393	247
ENSRNOG00000003088	485	541	303	203
ENSRNOG00000003094	22	8	72	42
ENSRNOG00000003098	68	131	74	47
ENSRNOG00000003099	2426	2185	1620	1010
ENSRNOG00000003100	191	189	114	63
ENSRNOG00000003104	51	81	56	32
ENSRNOG00000003108	522	486	421	253
ENSRNOG00000003114	15	13	8	7
ENSRNOG00000003116	386	394	216	140
ENSRNOG00000003117	4373	4870	2636	1892
ENSRNOG00000003119	541861	650954	452458	293398
ENSRNOG00000003120	1385	1449	1303	746
ENSRNOG00000003121	132	104	124	74
ENSRNOG00000003122	485	566	314	252
ENSRNOG00000003123	2530	2369	1481	1058
ENSRNOG00000003125	1201	1130	813	488
ENSRNOG00000003127	791	677	405	299
ENSRNOG00000003129	195	195	588	317
ENSRNOG00000003131	128	137	111	68
ENSRNOG00000003134	4224	4997	3548	2147
ENSRNOG00000003135	2	3	1	4
ENSRNOG00000003136	43	67	36	16
ENSRNOG00000003139	5181	5824	3016	2236
ENSRNOG00000003144	2743	2266	1807	1093
ENSRNOG00000003147	21006	18025	10207	5904
ENSRNOG00000003148	499	593	476	322
ENSRNOG00000003149	1461	1498	2362	1567
ENSRNOG00000003150	3505	3579	2430	1622
ENSRNOG00000003151	579	706	483	311
ENSRNOG00000003163	7356	6858	4130	2404
ENSRNOG00000003170	305	354	193	120
ENSRNOG00000003172	53910	50101	183572	101438
ENSRNOG00000003174	955	1166	832	632
ENSRNOG00000003177	1401	1405	883	537
ENSRNOG00000003178	291	241	142	111
ENSRNOG00000003183	56	42	33	19
ENSRNOG00000003185	953	985	560	379
ENSRNOG00000003186	119	121	76	48
ENSRNOG00000003187	97	103	59	28
ENSRNOG00000003189	7	8	3	8
ENSRNOG00000003191	447	424	273	199
ENSRNOG00000003195	6	9	7	2
ENSRNOG00000003198	28	18	9	10
ENSRNOG00000003201	711	1436	546	365
ENSRNOG00000003203	1320	1586	761	529
ENSRNOG00000003205	206	186	288	272
ENSRNOG00000003206	3616	4120	2146	1666
ENSRNOG00000003207	187	242	300	171
