BN_336	BN_337	BN_338	BN_339
ENSRNOG00000009332	50	84	246	179
ENSRNOG00000009333	301	299	251	262
ENSRNOG00000009334	160	247	359	115
ENSRNOG00000009336	4	10	16	11
ENSRNOG00000009338	1001	944	3743	2937
ENSRNOG00000009339	307	398	624	356
ENSRNOG00000009340	332	414	529	401
ENSRNOG00000009341	177	186	441	281
ENSRNOG00000009342	26	74	65	48
ENSRNOG00000009343	12	25	17	24
ENSRNOG00000009346	473	458	2949	2562
ENSRNOG00000009347	543	509	912	630
ENSRNOG00000009348	364	580	598	474
ENSRNOG00000009350	2259	2486	4542	3207
ENSRNOG00000009351	952	1277	1483	1381
ENSRNOG00000009354	39	68	90	53
ENSRNOG00000009355	1286	1353	1439	1272
ENSRNOG00000009358	168	176	169	150
ENSRNOG00000009360	211	238	407	235
ENSRNOG00000009364	5489	5950	20926	22282
ENSRNOG00000009369	140	169	238	186
ENSRNOG00000009370	66	90	164	106
ENSRNOG00000009371	3	6	15	2
ENSRNOG00000009372	3	8	8	4
ENSRNOG00000009377	1049	1242	2702	2687
ENSRNOG00000009378	22156	23046	24603	21609
ENSRNOG00000009381	3257	3778	4432	4388
ENSRNOG00000009382	319	299	507	408
ENSRNOG00000009385	216	239	328	238
ENSRNOG00000009389	341	357	960	654
ENSRNOG00000009397	388	482	437	438
ENSRNOG00000009398	365	323	456	346
ENSRNOG00000009401	416	406	373	328
ENSRNOG00000009402	3549	3510	5032	3740
ENSRNOG00000009403	584	576	767	598
ENSRNOG00000009406	2151	2479	3432	2585
ENSRNOG00000009411	2973	2425	5737	3742
ENSRNOG00000009412	814	619	2953	1575
ENSRNOG00000009414	631	665	944	742
ENSRNOG00000009419	1956	2046	3363	2534
ENSRNOG00000009421	6073	6063	6094	5687
ENSRNOG00000009422	4595	5192	5649	4430
ENSRNOG00000009427	30	35	60	36
ENSRNOG00000009430	856	953	10859	10622
ENSRNOG00000009431	560	586	986	727
ENSRNOG00000009432	1832	2296	2180	2081
ENSRNOG00000009433	33	33	60	45
ENSRNOG00000009434	33033	29497	186640	157166
ENSRNOG00000009436	60	72	78	57
ENSRNOG00000009438	16305	14601	58851	39462
ENSRNOG00000009439	33501	37950	43838	33296
ENSRNOG00000009440	2415	1608	2753	2387
ENSRNOG00000009446	4162	4555	11164	7928
ENSRNOG00000009447	1	1	9	1
ENSRNOG00000009448	197	270	1186	827
ENSRNOG00000009449	469	459	714	508
ENSRNOG00000009451	650	604	634	566
ENSRNOG00000009453	2207	1753	4428	2613
ENSRNOG00000009459	580	678	1072	680
ENSRNOG00000009460	1998	2040	3424	2613
ENSRNOG00000009462	620	584	563	510
ENSRNOG00000009465	4	11	4	7
ENSRNOG00000009470	5279	5414	7793	6505
ENSRNOG00000009471	324	294	1838	1428
ENSRNOG00000009473	148	147	304	231
ENSRNOG00000009474	2145	1993	2111	2320
ENSRNOG00000009478	141	137	285	165
ENSRNOG00000009481	756	764	870	1034
ENSRNOG00000009484	2956	2594	7045	5132
ENSRNOG00000009487	39	40	87	47
ENSRNOG00000009488	2927	5637	3656	8864
ENSRNOG00000009491	1025	891	8387	5932
ENSRNOG00000009492	107	200	155	147
ENSRNOG00000009495	152	204	838	599
ENSRNOG00000009499	167	218	297	264
ENSRNOG00000009503	63	95	156	60
ENSRNOG00000009505	1	4	2	1
ENSRNOG00000009506	1000	971	1152	1197
ENSRNOG00000009512	3456	3974	3833	3380
ENSRNOG00000009513	475	600	2101	1427
ENSRNOG00000009514	46	62	796	504
ENSRNOG00000009515	746	677	564	672
ENSRNOG00000009523	395	404	544	518
ENSRNOG00000009530	57	76	134	85
ENSRNOG00000009531	2	1	10	2
ENSRNOG00000009535	1652	2082	1772	1715
ENSRNOG00000009536	461	567	702	621
ENSRNOG00000009538	8083	7857	25574	23612
ENSRNOG00000009539	248	173	662	470
ENSRNOG00000009545	986	1088	2041	1958
ENSRNOG00000009548	847	976	884	870
ENSRNOG00000009549	7713	8744	8404	8419
ENSRNOG00000009550	4750	5653	6176	6571
ENSRNOG00000009552	3947	4399	5937	4257
ENSRNOG00000009555	31	25	29	39
ENSRNOG00000009556	40	51	96	63
ENSRNOG00000009564	23	18	96	65
ENSRNOG00000009565	3343	3898	7223	5158
ENSRNOG00000009566	686	696	2938	1737
ENSRNOG00000009567	1060	1253	1286	993
ENSRNOG00000009568	948	1119	1474	1153
ENSRNOG00000009570	21	10	43	21
ENSRNOG00000009571	248	247	510	309
ENSRNOG00000009572	7582	8041	10213	8475
ENSRNOG00000009575	339	380	428	433
ENSRNOG00000009576	367	357	407	390
ENSRNOG00000009580	184	140	885	1235
ENSRNOG00000009585	1705	1763	3031	2440
ENSRNOG00000009588	14	10	26	19
ENSRNOG00000009590	154	117	357	189
ENSRNOG00000009592	4940	6512	26914	21673
ENSRNOG00000009593	224	208	160	192
ENSRNOG00000009594	14	24	72	30
ENSRNOG00000009595	190	232	1395	1183
ENSRNOG00000009597	4665	3623	6408	3942
ENSRNOG00000009598	579	852	1012	815
ENSRNOG00000009599	65	53	676	502
ENSRNOG00000009605	288	383	616	390
ENSRNOG00000009613	964	1015	1677	1286
ENSRNOG00000009615	2723	3105	3942	3462
ENSRNOG00000009617	43	30	29	28
ENSRNOG00000009620	176	165	292	173
ENSRNOG00000009625	1000	1504	3011	2663
ENSRNOG00000009629	863	1150	1112	911
ENSRNOG00000009630	5983	5361	6635	5843
ENSRNOG00000009636	22	11	29	13
ENSRNOG00000009640	1483	1706	1887	1503
ENSRNOG00000009642	5344	6176	5558	5202
ENSRNOG00000009643	1001	1094	1658	1213
ENSRNOG00000009652	2811	2858	3314	3088
ENSRNOG00000009653	1743	1630	3190	2065
ENSRNOG00000009656	37	40	54	40
ENSRNOG00000009658	3121	3164	4164	3410
ENSRNOG00000009661	540	604	3205	2940
ENSRNOG00000009663	690	755	613	674
ENSRNOG00000009664	375	264	376	327
ENSRNOG00000009667	175	185	179	190
ENSRNOG00000009673	108	148	213	184
ENSRNOG00000009675	2811	3126	4777	3879
ENSRNOG00000009681	970	1348	1898	1569
ENSRNOG00000009683	3277	3733	3837	3347
ENSRNOG00000009686	121	279	411	288
ENSRNOG00000009687	63	123	507	256
ENSRNOG00000009689	5787	6214	6125	5775
ENSRNOG00000009690	123	164	570	493
ENSRNOG00000009694	37	74	137	69
ENSRNOG00000009696	1368	1290	2253	1876
ENSRNOG00000009700	15	19	40	29
ENSRNOG00000009705	84	119	165	85
ENSRNOG00000009708	135	147	187	161
ENSRNOG00000009711	9	19	14	5
ENSRNOG00000009712	372	484	368	373
ENSRNOG00000009713	1397	2002	2267	1580
ENSRNOG00000009715	4006	3645	3362	3819
ENSRNOG00000009716	746	778	1080	805
ENSRNOG00000009718	333	380	366	362
ENSRNOG00000009719	498	630	7319	5550
ENSRNOG00000009722	809	930	1441	1217
ENSRNOG00000009723	406	408	472	378
ENSRNOG00000009724	444	424	514	493
ENSRNOG00000009729	1050	979	1449	1216
ENSRNOG00000009730	2805	1368	2888	1983
ENSRNOG00000009734	113	166	152	100
ENSRNOG00000009738	5	3	10	5
ENSRNOG00000009739	2484	2845	9743	7907
ENSRNOG00000009741	4958	4496	6654	4533
ENSRNOG00000009742	195	173	242	190
ENSRNOG00000009745	498	521	792	670
ENSRNOG00000009746	261	293	410	361
ENSRNOG00000009749	756	877	901	713
ENSRNOG00000009751	60	125	324	232
ENSRNOG00000009754	5296	5505	8048	4228
ENSRNOG00000009756	1993	1968	3184	2822
ENSRNOG00000009760	202	196	247	185
ENSRNOG00000009761	55	94	217	134
ENSRNOG00000009766	863	886	1014	876
ENSRNOG00000009778	5065	5022	15945	12037
ENSRNOG00000009779	6657	10584	8608	9659
ENSRNOG00000009781	2165	2216	5741	5408
ENSRNOG00000009782	111	125	220	184
ENSRNOG00000009783	428	411	451	412
ENSRNOG00000009785	215	339	513	193
ENSRNOG00000009787	38	38	113	89
ENSRNOG00000009788	17737	17492	22806	16565
ENSRNOG00000009789	1118	1098	1478	1229
ENSRNOG00000009790	60	47	117	86
ENSRNOG00000009795	7726	4219	67157	40709
ENSRNOG00000009797	42	53	36	63
ENSRNOG00000009799	673	791	1277	775
ENSRNOG00000009802	221	196	316	207
ENSRNOG00000009805	506	596	1191	779
ENSRNOG00000009808	282	295	472	327
ENSRNOG00000009811	2251	2284	2572	2343
ENSRNOG00000009812	3044	2660	18497	13321
ENSRNOG00000009815	27	29	52	37
ENSRNOG00000009819	1149	1266	1600	1212
ENSRNOG00000009820	3249	3238	3968	3131
ENSRNOG00000009822	296	327	396	274
ENSRNOG00000009823	520	596	583	458
ENSRNOG00000009824	1960	1865	2959	2086
ENSRNOG00000009826	89	136	825	659
ENSRNOG00000009830	346	338	362	351
ENSRNOG00000009832	7176	9477	17839	13874
ENSRNOG00000009835	3	2	2	5
ENSRNOG00000009836	2540	2243	3133	2762
ENSRNOG00000009837	1625	1273	2320	1686
ENSRNOG00000009845	23419	19361	183682	162741
ENSRNOG00000009846	943	864	856	873
ENSRNOG00000009848	294	302	506	350
ENSRNOG00000009849	197	197	183	168
ENSRNOG00000009850	1500	1864	3060	1953
ENSRNOG00000009851	1059	827	1416	910
ENSRNOG00000009855	47	60	388	210
ENSRNOG00000009856	1956	1611	2577	1964
ENSRNOG00000009857	678	824	3056	3520
ENSRNOG00000009862	20	7	20	18
ENSRNOG00000009863	5	4	19	7
ENSRNOG00000009867	123	117	179	133
ENSRNOG00000009870	81	127	233	158
ENSRNOG00000009871	1	6	10	5
ENSRNOG00000009873	2601	2679	3391	2879
ENSRNOG00000009875	2	33	26	37
ENSRNOG00000009878	193	177	309	224
ENSRNOG00000009882	3583	2561	6792	3532
ENSRNOG00000009884	128	172	208	122
ENSRNOG00000009886	289	254	407	326
ENSRNOG00000009887	3783	3837	5549	4256
ENSRNOG00000009888	164	233	188	213
ENSRNOG00000009889	7680	9017	8948	8037
ENSRNOG00000009891	1512	1943	2270	1867
ENSRNOG00000009892	74	95	168	111
ENSRNOG00000009893	510	522	545	456
ENSRNOG00000009894	1339	1067	1325	1130
ENSRNOG00000009896	420	522	551	466
ENSRNOG00000009897	1	11	9	7
ENSRNOG00000009899	703	712	1171	682
ENSRNOG00000009902	19	26	27	26
ENSRNOG00000009907	9	75	37	59
ENSRNOG00000009910	1558	1615	2310	2117
ENSRNOG00000009912	450	729	849	736
ENSRNOG00000009917	9	11	24	14
ENSRNOG00000009919	15	33	75	45
ENSRNOG00000009920	72	152	113	155
ENSRNOG00000009921	13008	12072	15315	12590
ENSRNOG00000009928	6176	6015	18843	14685
ENSRNOG00000009930	339	358	1337	1090
ENSRNOG00000009932	882	771	1424	940
ENSRNOG00000009934	1600	1692	4844	3773
ENSRNOG00000009935	2344	2568	8955	8334
ENSRNOG00000009936	1957	2105	2735	2572
ENSRNOG00000009945	1702	1803	1526	1625
ENSRNOG00000009946	7241	7824	9127	10954
ENSRNOG00000009948	909	895	1825	2254
ENSRNOG00000009949	938	1036	2724	1818
ENSRNOG00000009950	723	690	1048	979
ENSRNOG00000009951	23	26	78	23
ENSRNOG00000009953	231	276	301	239
ENSRNOG00000009954	2396	2518	3738	3063
ENSRNOG00000009955	12	5	7	9
ENSRNOG00000009956	7788	8012	14629	10416
ENSRNOG00000009957	12064	9657	14428	11087
ENSRNOG00000009958	639	652	834	629
ENSRNOG00000009960	2770	2764	2244	2512
ENSRNOG00000009963	417	482	920	1074
ENSRNOG00000009965	54	53	70	41
ENSRNOG00000009968	378	341	499	361
ENSRNOG00000009970	38	44	110	72
ENSRNOG00000009971	857	845	1314	1067
ENSRNOG00000009972	710	1002	24198	12263
ENSRNOG00000009974	1080	1056	1063	908
ENSRNOG00000009977	3454	3625	4681	4048
ENSRNOG00000009979	8	17	22	10
ENSRNOG00000009980	2028	1401	20601	13074
ENSRNOG00000009982	7041	9110	8018	6708
ENSRNOG00000009983	883	905	1283	894
ENSRNOG00000009987	3470	3268	4045	3921
ENSRNOG00000009990	1899	1775	1979	1834
ENSRNOG00000009992	2446	2056	3986	2869
ENSRNOG00000009993	534	621	1919	1615
ENSRNOG00000009994	1488	1662	1465	1352
ENSRNOG00000009995	1374	1234	1918	1502
ENSRNOG00000009997	3708	3809	4663	4009
ENSRNOG00000010005	518	570	818	670
ENSRNOG00000010007	2497	2024	3647	3128
ENSRNOG00000010008	641	717	3142	2707
ENSRNOG00000010011	116	103	183	135
ENSRNOG00000010015	3	2	9	7
ENSRNOG00000010017	325	281	385	250
ENSRNOG00000010018	166	209	219	191
ENSRNOG00000010021	512	565	611	512
ENSRNOG00000010023	4938	5018	5685	5255
ENSRNOG00000010024	1356	1405	4025	3545
ENSRNOG00000010027	1163	1540	1617	1498
ENSRNOG00000010028	439	473	422	486
ENSRNOG00000010029	295	383	878	353
ENSRNOG00000010031	105879	119973	170867	127213
ENSRNOG00000010034	1722	1826	2360	1928
ENSRNOG00000010037	2451	2547	4441	3586
ENSRNOG00000010038	2127	2181	1955	2105
ENSRNOG00000010041	2562	2493	4058	2933
ENSRNOG00000010042	2262	2233	4734	3549
ENSRNOG00000010045	88	132	163	98
ENSRNOG00000010047	1	1	2	2
ENSRNOG00000010048	1613	1650	3686	3312
ENSRNOG00000010050	409	364	708	444
ENSRNOG00000010058	90	88	148	96
ENSRNOG00000010060	191	267	255	214
ENSRNOG00000010064	471	456	709	634
ENSRNOG00000010065	241	173	427	259
ENSRNOG00000010067	870	886	2046	1472
ENSRNOG00000010068	84	81	117	99
ENSRNOG00000010071	98	92	132	66
ENSRNOG00000010077	40	49	112	67
ENSRNOG00000010078	116	194	275	262
ENSRNOG00000010079	91036	50607	47186	49290
ENSRNOG00000010081	497	373	505	364
ENSRNOG00000010083	2000	2035	2766	2096
ENSRNOG00000010084	4299	4369	5260	4700
ENSRNOG00000010086	181	298	505	328
ENSRNOG00000010087	311	341	436	338
ENSRNOG00000010090	341	339	378	353
ENSRNOG00000010091	1420	1674	2437	1973
ENSRNOG00000010092	226	249	252	249
ENSRNOG00000010096	1233	1306	1552	1269
ENSRNOG00000010098	89	92	119	123
ENSRNOG00000010099	1177	1183	1408	1113
ENSRNOG00000010100	332	336	5541	5387
ENSRNOG00000010103	5822	6529	8513	7255
ENSRNOG00000010104	825	780	1422	1090
ENSRNOG00000010105	26	42	85	46
ENSRNOG00000010107	1978	1706	4174	2437
ENSRNOG00000010109	294	456	476	455
ENSRNOG00000010111	49	69	52	52
ENSRNOG00000010116	1053	1123	976	1109
ENSRNOG00000010117	8119	8259	9709	9553
ENSRNOG00000010119	88	119	219	160
ENSRNOG00000010121	36	61	150	74
ENSRNOG00000010124	2297	2016	3095	2729
ENSRNOG00000010125	1966	2053	2111	2150
ENSRNOG00000010128	33221	33535	43280	34889
ENSRNOG00000010131	2017	1657	3106	1879
ENSRNOG00000010133	634	843	717	754
ENSRNOG00000010134	1009	1228	1258	863
ENSRNOG00000010137	1119	1125	2740	2179
ENSRNOG00000010141	54	88	85	96
ENSRNOG00000010146	33	45	39	30
ENSRNOG00000010147	1261	1357	4414	3622
ENSRNOG00000010149	1082	1118	1334	1092
ENSRNOG00000010150	2073	2067	2271	2189
ENSRNOG00000010153	4889	4827	6153	4779
ENSRNOG00000010154	412	452	507	417
ENSRNOG00000010155	2438	2421	3202	2849
ENSRNOG00000010156	313	388	415	376
ENSRNOG00000010160	614	553	603	578
ENSRNOG00000010161	2198	2371	4146	3364
ENSRNOG00000010164	506	654	739	580
ENSRNOG00000010165	1195	1208	1427	1475
ENSRNOG00000010169	1686	1667	2338	1818
ENSRNOG00000010170	3558	4749	3328	3549
ENSRNOG00000010171	289	281	1528	1133
ENSRNOG00000010172	39	41	162	152
ENSRNOG00000010174	833	828	14363	12823
ENSRNOG00000010176	1375	1491	1782	1556
ENSRNOG00000010178	1327	1316	1502	1221
ENSRNOG00000010180	1508	1705	1827	1603
ENSRNOG00000010181	19	18	52	41
ENSRNOG00000010183	325	295	407	300
ENSRNOG00000010184	1536	1669	2138	1529
ENSRNOG00000010185	1219	1334	1801	1594
ENSRNOG00000010186	971	971	1344	1113
ENSRNOG00000010188	171	134	978	505
ENSRNOG00000010189	5792	6078	4972	4226
ENSRNOG00000010194	190	207	375	250
ENSRNOG00000010196	1203	1337	8799	6692
ENSRNOG00000010204	219	235	382	248
ENSRNOG00000010205	799	1021	1602	1216
ENSRNOG00000010209	83	106	111	93
ENSRNOG00000010210	85	97	63	78
ENSRNOG00000010213	762	804	1131	839
ENSRNOG00000010214	591	703	688	568
ENSRNOG00000010217	1594	1618	3552	2630
ENSRNOG00000010218	11884	12576	12104	12011
ENSRNOG00000010219	287	346	1558	799
ENSRNOG00000010224	2182	1112	3170	1229
ENSRNOG00000010227	544	493	3614	2899
ENSRNOG00000010230	572	588	708	600
ENSRNOG00000010232	667	699	830	612
ENSRNOG00000010233	13397	11985	15734	13028
ENSRNOG00000010234	1407	1310	1698	1569
ENSRNOG00000010235	1069	1130	1819	1141
ENSRNOG00000010237	2202	2932	4472	3611
ENSRNOG00000010238	482	570	958	527
ENSRNOG00000010239	10523	11124	11970	10957
ENSRNOG00000010240	1275	1031	1428	1175
ENSRNOG00000010241	395	311	608	471
ENSRNOG00000010244	193	270	462	354
ENSRNOG00000010248	20	15	21	20
ENSRNOG00000010252	2972	3541	4369	3519
ENSRNOG00000010253	5363	7406	7987	7496
ENSRNOG00000010257	90	103	96	57
ENSRNOG00000010258	380	438	782	500
ENSRNOG00000010260	1335	1119	2256	1591
ENSRNOG00000010261	9	5	28	22
ENSRNOG00000010262	44	89	101	80
ENSRNOG00000010265	278	346	662	615
ENSRNOG00000010266	201	248	1353	751
ENSRNOG00000010267	2299	2470	5013	3562
ENSRNOG00000010268	56	59	432	300
ENSRNOG00000010274	1088	1190	2642	1894
ENSRNOG00000010275	494	899	1529	1043
ENSRNOG00000010277	802	980	919	884
ENSRNOG00000010280	75	59	142	79
ENSRNOG00000010282	212	120	438	392
ENSRNOG00000010283	30	34	62	33
ENSRNOG00000010284	585	712	2193	1715
ENSRNOG00000010286	6493	6638	13852	11752
ENSRNOG00000010291	819	803	929	739
ENSRNOG00000010296	287	424	770	514
ENSRNOG00000010298	6336	6380	11512	5575
ENSRNOG00000010299	1972	2042	5024	4129
ENSRNOG00000010301	220	276	367	250
ENSRNOG00000010302	47	130	453	263
ENSRNOG00000010308	1012	1206	2798	1876
ENSRNOG00000010309	867	898	5987	5637
ENSRNOG00000010311	111	101	124	118
ENSRNOG00000010315	0	1	4	1
ENSRNOG00000010316	108	115	109	131
ENSRNOG00000010319	1304	1610	1865	1455
ENSRNOG00000010325	1998	1560	2881	2267
ENSRNOG00000010326	18	24	51	37
ENSRNOG00000010330	3215	2909	27954	21372
ENSRNOG00000010331	10822	12364	15884	12885
ENSRNOG00000010332	2536	2936	3001	2476
ENSRNOG00000010337	14	16	14	13
ENSRNOG00000010342	248	279	2474	2072
ENSRNOG00000010345	40	30	208	77
ENSRNOG00000010347	2	1	5	2
ENSRNOG00000010350	449	426	909	592
ENSRNOG00000010352	11630	10115	12875	11752
ENSRNOG00000010353	1819	1911	2274	2001
ENSRNOG00000010358	1549	1132	3009	2052
ENSRNOG00000010359	13	6	13	12
ENSRNOG00000010361	511	607	827	748
ENSRNOG00000010362	821	1135	1164	947
ENSRNOG00000010363	1374	1507	1472	1280
ENSRNOG00000010365	25	36	48	34
ENSRNOG00000010369	1007	1204	1215	1275
ENSRNOG00000010370	979	1060	2363	1821
ENSRNOG00000010378	2	15	18	6
ENSRNOG00000010379	2555	2794	4318	2892
ENSRNOG00000010381	430	407	838	589
ENSRNOG00000010386	261	456	682	303
ENSRNOG00000010388	6	0	7	1
ENSRNOG00000010389	21029	21465	20228	18769
ENSRNOG00000010390	970	984	917	880
ENSRNOG00000010392	443	426	900	808
ENSRNOG00000010396	1216	1293	2291	1659
ENSRNOG00000010397	35	32	53	38
ENSRNOG00000010402	9	13	29	13
ENSRNOG00000010408	900	971	757	860
ENSRNOG00000010409	445	616	730	625
ENSRNOG00000010415	1732	772	5186	3171
ENSRNOG00000010417	22	29	68	44
ENSRNOG00000010418	945	850	937	823
ENSRNOG00000010420	2594	2729	2535	2526
ENSRNOG00000010421	1201	1552	1906	1412
ENSRNOG00000010427	5631	6438	6976	5847
ENSRNOG00000010428	506	645	998	707
ENSRNOG00000010434	745	783	882	715
ENSRNOG00000010435	141	203	971	856
ENSRNOG00000010436	216	341	398	303
ENSRNOG00000010438	13	14	24	13
ENSRNOG00000010440	859	935	1185	807
ENSRNOG00000010447	0	1	46	23
ENSRNOG00000010450	3	5	17	14
ENSRNOG00000010452	4805	5158	4758	4091
ENSRNOG00000010453	1089	1069	1576	1463
ENSRNOG00000010457	35	56	116	75
ENSRNOG00000010461	86	62	63	79
ENSRNOG00000010466	942	1044	1406	1187
ENSRNOG00000010472	503	550	771	602
ENSRNOG00000010473	26	29	78	50
ENSRNOG00000010474	4456	4985	4298	4441
ENSRNOG00000010475	1754	2239	5261	4478
ENSRNOG00000010477	442	546	741	539
ENSRNOG00000010478	123294	138217	241851	149679
ENSRNOG00000010479	2452	2357	4006	3821
ENSRNOG00000010482	1371	1313	1727	1494
ENSRNOG00000010484	722	697	970	879
ENSRNOG00000010488	1382	1505	4456	2183
ENSRNOG00000010489	1860	1305	4204	1832
ENSRNOG00000010492	233	297	842	614
ENSRNOG00000010495	3280	3278	5415	4086
ENSRNOG00000010496	241	305	278	258
ENSRNOG00000010497	3557	4118	5603	4661
ENSRNOG00000010502	1492	1448	1953	1594
ENSRNOG00000010512	1289	1456	1918	1295
ENSRNOG00000010513	69	68	272	253
ENSRNOG00000010514	173	169	1201	854
ENSRNOG00000010515	181	296	504	337
ENSRNOG00000010516	359	496	633	478
ENSRNOG00000010517	705	628	1068	955
ENSRNOG00000010519	6655	5554	8119	6061
ENSRNOG00000010520	296	315	367	320
ENSRNOG00000010522	231	301	310	240
ENSRNOG00000010523	720	828	872	827
ENSRNOG00000010524	78	94	112	65
ENSRNOG00000010526	2771	1797	4586	3112
ENSRNOG00000010529	505	458	696	534
ENSRNOG00000010532	81	101	134	112
ENSRNOG00000010533	893	896	1295	1043
ENSRNOG00000010534	1296	1455	4074	3356
ENSRNOG00000010535	22	28	45	42
ENSRNOG00000010536	1109	1042	1520	1097
ENSRNOG00000010537	1074	1117	1346	1275
ENSRNOG00000010538	598	620	727	554
ENSRNOG00000010539	506	651	693	685
ENSRNOG00000010540	669	729	732	692
ENSRNOG00000010543	5112	5865	11956	10550
ENSRNOG00000010549	117	218	167	148
ENSRNOG00000010550	922	1399	1389	1196
ENSRNOG00000010551	147	187	211	155
ENSRNOG00000010552	460	550	716	567
ENSRNOG00000010556	269	166	323	259
ENSRNOG00000010557	956	1182	1465	1100
ENSRNOG00000010558	994	1002	1514	990
ENSRNOG00000010566	594	566	602	641
ENSRNOG00000010567	539	503	672	567
ENSRNOG00000010572	324	330	440	357
ENSRNOG00000010574	541	713	1230	845
ENSRNOG00000010575	245	266	398	240
ENSRNOG00000010580	613	697	996	691
ENSRNOG00000010584	2995	3433	4883	3687
ENSRNOG00000010587	324	317	366	328
ENSRNOG00000010588	629	822	1331	1080
ENSRNOG00000010589	5595	5718	6815	4309
ENSRNOG00000010591	3043	3010	4145	3631
ENSRNOG00000010592	42	40	239	141
ENSRNOG00000010593	834	858	1980	1727
ENSRNOG00000010594	497	467	970	647
ENSRNOG00000010595	720	793	738	703
ENSRNOG00000010598	62	56	94	45
ENSRNOG00000010601	857	770	1321	1071
ENSRNOG00000010602	1940	2061	2705	2134
ENSRNOG00000010603	67	88	93	61
ENSRNOG00000010608	325	237	295	283
ENSRNOG00000010609	1497	1582	1497	1455
ENSRNOG00000010610	136	169	448	443
ENSRNOG00000010616	279	308	670	508
ENSRNOG00000010617	3	1	1	9
ENSRNOG00000010620	1011	1006	1278	967
ENSRNOG00000010624	3656	3783	5827	4424
ENSRNOG00000010625	527	472	682	544
ENSRNOG00000010626	8	9	94	59
ENSRNOG00000010628	2094	2335	1806	2173
ENSRNOG00000010629	831	902	1623	1171
ENSRNOG00000010630	670	742	823	565
ENSRNOG00000010633	81636	66820	80612	74312
ENSRNOG00000010634	161	122	296	198
ENSRNOG00000010635	29617	31910	41122	35251
ENSRNOG00000010636	309	302	320	276
ENSRNOG00000010637	3738	2586	5766	4158
ENSRNOG00000010642	224	326	343	291
ENSRNOG00000010643	1050	1027	1529	1407
ENSRNOG00000010645	993	1569	1139	981
ENSRNOG00000010646	127	151	435	316
ENSRNOG00000010650	220	270	378	314
ENSRNOG00000010652	452	486	717	565
ENSRNOG00000010653	786	741	1755	1010
ENSRNOG00000010655	10253	9694	14078	10953
ENSRNOG00000010657	22	14	19	11
ENSRNOG00000010658	20815	19103	18022	16249
ENSRNOG00000010659	1149	1210	3799	2808
ENSRNOG00000010661	16	24	78	55
ENSRNOG00000010663	86	314	495	315
ENSRNOG00000010664	271	234	245	269
ENSRNOG00000010665	29	27	281	176
ENSRNOG00000010666	2	9	12	7
ENSRNOG00000010668	9458	10831	10907	10021
ENSRNOG00000010673	478	588	652	500
ENSRNOG00000010676	1238	1359	1464	1487
ENSRNOG00000010680	442	407	892	648
ENSRNOG00000010681	14	11	16	6
ENSRNOG00000010682	1732	1839	2285	1978
ENSRNOG00000010688	85	137	84	53
ENSRNOG00000010691	147	207	1883	1204
ENSRNOG00000010694	41	88	135	93
ENSRNOG00000010695	1235	786	1745	1164
ENSRNOG00000010696	26	28	33	25
ENSRNOG00000010697	11929	11419	12982	9747
ENSRNOG00000010698	45	35	35	22
ENSRNOG00000010701	24	64	69	38
ENSRNOG00000010702	3637	3495	4092	3606
ENSRNOG00000010706	685	756	904	701
ENSRNOG00000010708	1304	1177	2211	1214
ENSRNOG00000010711	2489	2852	3806	3647
ENSRNOG00000010712	593	582	752	657
ENSRNOG00000010714	39643	52454	64700	69632
ENSRNOG00000010716	1292	1135	8818	5396
ENSRNOG00000010718	29	52	98	55
ENSRNOG00000010719	1159	1145	1237	1117
ENSRNOG00000010721	285	307	442	225
ENSRNOG00000010725	3	4	6	10
ENSRNOG00000010727	2712	2767	7674	5610
ENSRNOG00000010728	2242	2148	2980	1783
